Kecamatan,Desa,Link
BANYAKAN,PARANG,https://docs.google.com/spreadsheets/d/1zkJsPQv1_CzrcW3DM9zm69D1SHWoKK10/edit
WATES,SIDOMULYO,https://docs.google.com/spreadsheets/d/17bqzJFBUouOmi8TBD-pjiOYF0ElaNRQt/edit
NGANCAR,SEMPU,https://docs.google.com/spreadsheets/d/1DFIfVwT76PjxU_7CTDCw_PXoNwNyztyk/edit
KUNJANG,PAKIS,https://docs.google.com/spreadsheets/d/1GjVJG5XncSSQOzMqH3XsD_LJ1eRqeybb/edit
WATES,SILIR,https://docs.google.com/spreadsheets/d/1Xcq9Vs7OBZ0ORS0cTB7LigrFnio2hEtA/edit
KUNJANG,JUWET,https://docs.google.com/spreadsheets/d/1Ly5w-gHWVpsxnpNRI1wzMOkrvFJSEROg/edit
WATES,JANTI,https://docs.google.com/spreadsheets/d/1aRjXYOmx3Hu1k56nQadTUDaNhl1MKWdr/edit
KUNJANG,WONOREJO,https://docs.google.com/spreadsheets/d/1MPsxF2zmkS8kbMODk7t0vJA0NNilW70P/edit
WATES,SUMBERAGUNG,https://docs.google.com/spreadsheets/d/1qpJUfl3OhYQ_rMrIdUpmcoQNqDK11qpo/edit
KUNJANG,TENGGER_LOR,https://docs.google.com/spreadsheets/d/1NTt51iLCYP9qu1ErXBICvOt75OZEHhKw/edit
WATES,PAGU,https://docs.google.com/spreadsheets/d/1-cVYN1A_tFXWhrXTipR2kTIOzEIIehU2/edit
WATES,TUNGE,https://docs.google.com/spreadsheets/d/169WkVlv74PQbAUVZbxIPPjoVaG8LqDpa/edit
KUNJANG,DUNGUS,https://docs.google.com/spreadsheets/d/1SDEh0drAxuw2lHoVMtNJpGYa70PjuVBg/edit
WATES,WONOREJO,https://docs.google.com/spreadsheets/d/19USSkrYeehf_AQv6YkzYFgEpxya2L2Uv/edit
KUNJANG,KAPAS,https://docs.google.com/spreadsheets/d/1XIBs2bsJTNEfPZeYfCsMrwKv2VoS6H8B/edit
WATES,TAWANG,https://docs.google.com/spreadsheets/d/1K1uoYY3g0iaTXf8oPA-WbpYLikoyDzBj/edit
KUNJANG,PARELOR,https://docs.google.com/spreadsheets/d/1amKKbaVVCW499POSmh_CQZT_mJonU9q7/edit
WATES,GADUNGAN,https://docs.google.com/spreadsheets/d/1Mp3ZxThfH0zeGh4waculT1jNr7_cEpdV/edit
KUNJANG,KUNJANG,https://docs.google.com/spreadsheets/d/1c8G37PhbkNwDKvvZGtIq9QWp_YZxTzic/edit
WATES,WATES,https://docs.google.com/spreadsheets/d/1PPPYEcH4FMkxgrZ02ccDcVuw8NmQYfge/edit
KUNJANG,KLEPEK,https://docs.google.com/spreadsheets/d/1eJapm0MGGjT_NsvhNzK6hIrQaZF5y7kF/edit
WATES,PLAOSAN,https://docs.google.com/spreadsheets/d/1VXNyhN7uakyKkRgbJ_9ox3813wr0tFhi/edit
WATES,KARANGANYAR,https://docs.google.com/spreadsheets/d/1g--LGf7wqZjSPZTWEl-vGFxfc5FzuEX7/edit
KUNJANG,BALONGJERUK,https://docs.google.com/spreadsheets/d/1fM8TduDFXgzBYV8s_41NV8bMYCug5OqG/edit
WATES,TEMPUREJO,https://docs.google.com/spreadsheets/d/1sigjU4wd83CSUZH4M8nLUnGu6fGmBblQ/edit
BANYAKAN,BANYAKAN,https://docs.google.com/spreadsheets/d/1mz4IRZ5iFQYbyA_QJErrOMqZ-fwf-BsU/edit
WATES,JAJAR,https://docs.google.com/spreadsheets/d/1v1E_Tz_pEpnnzAaHUCD6B9lyppchWKZO/edit
KUNJANG,KAPI,https://docs.google.com/spreadsheets/d/1x9zutLoPPSf4yTw0NOtqtooxvqYebZQz/edit
KANDAT,TEGALAN,https://docs.google.com/spreadsheets/d/1EW8R-A2Pjoe1syo6VOfzJxeTQpJl9bke/edit
KANDAT,RINGINSARI,https://docs.google.com/spreadsheets/d/1IG5rEC08Zvt1K-E7WMdz5jsT_47_UH0v/edit
TAROKAN,CENGKOK,https://docs.google.com/spreadsheets/d/1B-H5-1s9E5YEwbVqR7STXENQYgyLfA2U/edit
KANDAT,NGRECO,https://docs.google.com/spreadsheets/d/1OIbKnzlDDwkJLeT_9cyh6rXh8mzdMz55/edit
TAROKAN,SUMBERDUREN,https://docs.google.com/spreadsheets/d/1Ckci1r6qwUpioFrWwrgU3Ju4edzkCnCz/edit
WATES,DUWET,https://docs.google.com/spreadsheets/d/1VwhNNZGLkD46yyVnEdU9SQGm86gM7E3a/edit
KANDAT,BLABAK,https://docs.google.com/spreadsheets/d/1XTXsykMWxLo6oDW7DXUXjW2g4N9MSZvE/edit
TAROKAN,KEREP,https://docs.google.com/spreadsheets/d/1L33HzG8uS3X4hz41bdxgBz7gs2ktgxGX/edit
WATES,POJOK,https://docs.google.com/spreadsheets/d/1iQFYzE5zOJ41d7W7bfUuKCbNPKX6hhL7/edit
TAROKAN,TAROKAN,https://docs.google.com/spreadsheets/d/1RaKS35kOWiswVya47mb7fC1Q6AuhwN2T/edit
KANDAT,NGLETIH,https://docs.google.com/spreadsheets/d/1lTynXtSTPWTW2dJZENmJw39rryBU0Mbb/edit
KANDAT,PURWOREJO,https://docs.google.com/spreadsheets/d/1lqrNPR_0jm858wdD3zmFpe2oBU9nfxxS/edit
KUNJANG,KUWIK,https://docs.google.com/spreadsheets/d/1VE9J1nbMN_hblN6i9Fcftb0SriA0l10F/edit
KANDAT,PULE,https://docs.google.com/spreadsheets/d/1sHhIeRGl1SlB2TWMPazxBErdK9ANH40u/edit
TAROKAN,BLIMBING,https://docs.google.com/spreadsheets/d/1bsubIAtzDQLJPIUE_87ovD-6gH7uH7gQ/edit
WATES,SEGARAN,https://docs.google.com/spreadsheets/d/1sb2XozpnU1jY8Jnf221uDeIkRREDz7s5/edit
KANDAT,KARANGREJO,https://docs.google.com/spreadsheets/d/17DepqCI1ILjJwcKUcBzph-uYJ1YdGyPg/edit
TAROKAN,KEDUNGSARI,https://docs.google.com/spreadsheets/d/1lQISu5FoflOX1MS4QchQXbp3sm2mUI3h/edit
NGADILUWIH,BANJAREJO,https://docs.google.com/spreadsheets/d/1RI1mMKU4kgbrYcG9dxGFeZebSTdShKKA/edit
TAROKAN,JATI,https://docs.google.com/spreadsheets/d/1mJNtJoULF3S4rN1FezenFehRs4_9MY-N/edit
NGADILUWIH,WONOREJO,https://docs.google.com/spreadsheets/d/1U_HnJ1k6qrwEOVrdKrBZj5LZx9VIE7a1/edit
TAROKAN,BULUSARI,https://docs.google.com/spreadsheets/d/15WQnCv1W7E3bFJPZez-cxtNlqVQOodf4/edit
KANDAT,CENDONO,https://docs.google.com/spreadsheets/d/1VQ8bm4A4Uj6jbLUA8bJj5stSuXICosep/edit
KANDAT,KANDAT,https://docs.google.com/spreadsheets/d/1VjiAkLxXRTGj0j98qrxFWaaujyRgKmwO/edit
KANDANGAN,MEDOWO,https://docs.google.com/spreadsheets/d/1QO4Wt4Ou8h5e7ZO_o68-IpMeqn7SvuFr/edit
KANDAT,SUMBEREJO,https://docs.google.com/spreadsheets/d/1erTm7LxvsG_cupBhvXl5PuS9R_KvDmR5/edit
TAROKAN,KALIBOTO,https://docs.google.com/spreadsheets/d/1_JfNkSXNY0njqJC_pSKn02dRvDmth8fk/edit
KANDAT,SELOSARI,https://docs.google.com/spreadsheets/d/1lO4-GEbMdjwpt44CFPPcC57lepA8JcTZ/edit
TAROKAN,KALIRONG,https://docs.google.com/spreadsheets/d/1hjxF8TARlWb2iK_bgQqXJ29_wawuDMir/edit
NGADILUWIH,DUKUH,https://docs.google.com/spreadsheets/d/10179OTfh6V-ZlqptJKSF4TpzgCMF7tLe/edit
NGADILUWIH,NGADILUWIH,https://docs.google.com/spreadsheets/d/1G74hjpzK1laRTBW3Rw0qt94rjtEweeAE/edit
KANDANGAN,JERUKWANGI,https://docs.google.com/spreadsheets/d/10_YonVanzj-umwJsxsG2Ds68jZA5vXob/edit
NGADILUWIH,REMBANG,https://docs.google.com/spreadsheets/d/1OofEM-2Ge2zk_vrvDqjakfvQoXfiojTD/edit
KANDANGAN,KASREMAN,https://docs.google.com/spreadsheets/d/17J0DVQ0XwVn4C4ekmHJPq4EwAefa2swe/edit
NGADILUWIH,BEDUG,https://docs.google.com/spreadsheets/d/1QWjxD2rMmlAoWWbT8btkl4hi62DyW_18/edit
KANDANGAN,JLUMBANG,https://docs.google.com/spreadsheets/d/1DO7EJxB7r2bxVaHzV4pqRtQoclpbPcI8/edit
NGADILUWIH,BADAL_PANDEAN,https://docs.google.com/spreadsheets/d/1S7Vhg8b9benIbsMK1yHjaHccnl5Znsdr/edit
NGADILUWIH,MANGUNREJO,https://docs.google.com/spreadsheets/d/1SEB4c6yDolC06efeuAw6MZ8UY9PxiHOz/edit
KANDANGAN,KANDANGAN,https://docs.google.com/spreadsheets/d/1LcMCQ5sKb07HdakF0ckfKoBb2kceS7Q7/edit
NGADILUWIH,BADAL,https://docs.google.com/spreadsheets/d/1U5B_Ks8meBHQX9dMpfrid0OJsbmjKlSe/edit
KANDANGAN,MLANCU,https://docs.google.com/spreadsheets/d/1RzRR-3mYqmtWedK1Yw11EQoBWLySGAqC/edit
NGADILUWIH,PURWOKERTO,https://docs.google.com/spreadsheets/d/1fbQ50MY_TS3stz8Wx5bQKZ5OmSDXn4nJ/edit
NGADILUWIH,REMBANGKEPUH,https://docs.google.com/spreadsheets/d/1pooq_vNq1ZZBYVwUIQ9nBKSAfgWg7HwH/edit
KANDANGAN,BANARAN,https://docs.google.com/spreadsheets/d/1Xn6khiGf2WhkFP9WJu_V-Ud4PvqdNf64/edit
KRAS,KRANDANG,https://docs.google.com/spreadsheets/d/1AsbDoAZOpvOcWQJepcAElA24hKibGuol/edit
KANDANGAN,JERUKGULUNG,https://docs.google.com/spreadsheets/d/1hC5MKy6ygu2vV8njSJccSEqYxEdEahdu/edit
NGADILUWIH,SLUMBUNG,https://docs.google.com/spreadsheets/d/1DGNfjcZHGCiltjhBywoDuktAxwbg8OoQ/edit
KANDANGAN,BUKUR,https://docs.google.com/spreadsheets/d/1zs4NWgzOkx__OfYKnfC-cEagRZGr5iR0/edit
NGADILUWIH,BANGGLE,https://docs.google.com/spreadsheets/d/1R-m-_FpAW5uVAyg_IX1cDPFoaFyftq4l/edit
KRAS,BANJARANYAR,https://docs.google.com/spreadsheets/d/1UumxSg4KUjGABtX6W-PG1v7h5QVD5EPG/edit
KEPUNG,KENCONG,https://docs.google.com/spreadsheets/d/1-LiXCgD52C0QTuRLMExLi3cL23EWoR8-/edit
KRAS,JAMBEAN,https://docs.google.com/spreadsheets/d/1Wyhj4tSRo2kIVitHjOAYAK6weO2H5P0m/edit
KEPUNG,KELING,https://docs.google.com/spreadsheets/d/1E2B70MG4QSBhbnhuuTGFxstzNjuEQ5iD/edit
NGADILUWIH,SEKETI,https://docs.google.com/spreadsheets/d/1aNddRs8D3LRpR4djJ_oGZS2zO_Yd7dGU/edit
NGADILUWIH,BRANGGAHAN,https://docs.google.com/spreadsheets/d/1euKAnCPF050RDEU3cO6Xubd-lGJfok6B/edit
KANDANGAN,KEMIRI,https://docs.google.com/spreadsheets/d/1OB5w9AKcn0pXe3D2XL3FaxaaHBk0QfSU/edit
NGADILUWIH,TALES,https://docs.google.com/spreadsheets/d/1qoBv1L5pfteE_-PM-QWbYrCF_0yZ-2dn/edit
KEPUNG,KRENCENG,https://docs.google.com/spreadsheets/d/1W4JXTdZOs6zxfStETqhA_ggLyLIlFYsZ/edit
KRAS,PURWODADI,https://docs.google.com/spreadsheets/d/1dUWeqLAmJKXJ1On65_p9_GxhiphPqkgU/edit
KANDANGAN,KARANGTENGAH,https://docs.google.com/spreadsheets/d/1YsGGFjQrxAtWgNDGw0RhUs6iItiVG4lX/edit
KRAS,NYAWANGAN,https://docs.google.com/spreadsheets/d/12HFr7UtCJb-VUjOFdKPkJjaz1vbJDBBn/edit
KEPUNG,DAMARWULAN,https://docs.google.com/spreadsheets/d/1pAs1Bb-hKrr4xYI_5_QnI2Q3-WcGC7pU/edit
KRAS,REJOMULYO,https://docs.google.com/spreadsheets/d/14CcqeSKgT58D7ls-WCG7hXu3YuRtVWMw/edit
KRAS,KARANGTALUN,https://docs.google.com/spreadsheets/d/1OFwkawHIeahr16YEIu_1mh62i4F5AwEg/edit
KANDANGAN,KLAMPISAN,https://docs.google.com/spreadsheets/d/1sIMyMJby_KDpgurgHc7waFam4yPnccAB/edit
KRAS,BENDOSARI,https://docs.google.com/spreadsheets/d/1OQlajaIV1VrFEEpMEnQmeVhq-Dbc9Jn7/edit
KEPUNG,KAMPUNGBARU,https://docs.google.com/spreadsheets/d/1HkiK9WO8T7KDZJsQ2US79OAQ7E2gAWPl/edit
KRAS,KRAS,https://docs.google.com/spreadsheets/d/1UGAyY96tfaIIu1SX8GTkoQsfEILukUw3/edit
KRAS,MOJOSARI,https://docs.google.com/spreadsheets/d/1p39Rjh4jZjrv9Sx0QCKxZjIzwHT7Urqe/edit
KEPUNG,BESOWO,https://docs.google.com/spreadsheets/d/1JieMcE444wCF44ItqXjoB7_DFkDssdyY/edit
KRAS,JABANG,https://docs.google.com/spreadsheets/d/1pXNDTbYPSUB-Kc_Vk9mro7NoJxhOz7t2/edit
KRAS,KANIGORO,https://docs.google.com/spreadsheets/d/1yXa1kmz8uCnB15ZqD3xF7fjy2NobTDzg/edit
KEPUNG,KEPUNG,https://docs.google.com/spreadsheets/d/1MJjq_0gP_zLZS7I4LAhyxaftVAn9xgrW/edit
MOJO,KENITEN,https://docs.google.com/spreadsheets/d/18lhwwfO0vSqhOHWVJEXHgat8YL7l08Md/edit
KEPUNG,BRUMBUNG,https://docs.google.com/spreadsheets/d/1Po7NLcGLu_jFvH_3P30HGNIHm-xZNx9u/edit
KRAS,BLEBER,https://docs.google.com/spreadsheets/d/1B0jKMmI7prGzfRCgO2mumEsXwVhmQs79/edit
KEPUNG,SIMAN,https://docs.google.com/spreadsheets/d/1_MeYoT471oY_ATq0GoySm6YOs6p8Xiun/edit
MOJO,MONDO,https://docs.google.com/spreadsheets/d/1LMQZrCKJUANtaWs__lChQzQwlyUpROxN/edit
PARE,TERTEK,https://docs.google.com/spreadsheets/d/1CUSdpnBmf6r2kdPQlGLRqR4QFsyerpHl/edit
KRAS,BUTUH,https://docs.google.com/spreadsheets/d/1MC8vnzqT78vDRj_inxjW7jPSII5JaZfB/edit
MOJO,PETOK,https://docs.google.com/spreadsheets/d/1SRZDF_CxoUej04UthzWUGlqx_P8cL0oI/edit
PARE,TULUNGREJO,https://docs.google.com/spreadsheets/d/1wBI3sb8695PqiJ6lqbNSD-sXxuMDwHg0/edit
KRAS,PELAS,https://docs.google.com/spreadsheets/d/1bajW0PAnqa5FWmaaJEbLTzfzjwR6QSeu/edit
KEPUNG,KEBONREJO,https://docs.google.com/spreadsheets/d/1yK3THHx8_0IRtRf7ozJ-cZgcH3ZFQOrx/edit
PARE,SUMBERBENDO,https://docs.google.com/spreadsheets/d/185Fj7-2F0AsyYbwSYaAf0Tjq94xL5AaT/edit
PARE,BENDO,https://docs.google.com/spreadsheets/d/1m6tyen8Zl8wMJRwXSxgl2cLvFBFWe3dE/edit
PARE,DARUNGAN,https://docs.google.com/spreadsheets/d/1AAQ2juNXno148qWy8t9kwr6y86Sy5FWp/edit
PARE,GEDANGSEWU,https://docs.google.com/spreadsheets/d/1HJGqroKCROd0Z8ca-5o_p_PdRga7EQdX/edit
PARE,PELEM,https://docs.google.com/spreadsheets/d/1anYujke_MIuMfZFuahxIhOzv8tBlsMjT/edit
PARE,PARE,https://docs.google.com/spreadsheets/d/11TTY2jUDWqzxYtb4ceQtJD3R77x-vSmp/edit
PARE,SAMBIREJO,https://docs.google.com/spreadsheets/d/1aoD6jbAPIYuYsnRTW5lvMecnsL5iLlH-/edit
PLEMAHAN,MOJOKEREP,https://docs.google.com/spreadsheets/d/1gHrCGEpZg8JQOt15M7KhptLzAxGm1I-c/edit
PLEMAHAN,PLEMAHAN,https://docs.google.com/spreadsheets/d/1il-ynOgNhOYYexcg_db62X7NG-FcBUpG/edit
PARE,SIDOREJO,https://docs.google.com/spreadsheets/d/1r7flwvKn7Eif30xnsSEEqwBD0dhhLhlS/edit
PLEMAHAN,BANJAREJO,https://docs.google.com/spreadsheets/d/12pytdfnx8Ft_-7tXJFkPZF5Tq219c2Lr/edit
PLEMAHAN,RINGINPITU,https://docs.google.com/spreadsheets/d/186MmTuM9A0pqqsbXILEG3RPrWbdEQ0N4/edit
PLEMAHAN,MOJOAYU,https://docs.google.com/spreadsheets/d/1LBbUqOmowYdFoHOUcPKQya307l7Qwz-T/edit
PLEMAHAN,NGINO,https://docs.google.com/spreadsheets/d/1Upigs4F9HMoGsgRPdIW6NQ7jiVSVj1Lk/edit
PLEMAHAN,SUKOHARJO,https://docs.google.com/spreadsheets/d/1YhjpOqD7KPfT_q56j0Uj86R1fsg6L-9Z/edit
PLEMAHAN,SIDOWAREK,https://docs.google.com/spreadsheets/d/1_DfRhdW4Cr7B54Cirz0N4_7krWR4fmJr/edit
PLEMAHAN,SEBET,https://docs.google.com/spreadsheets/d/1eSlCmNPTrZvH4t4ITWANVCDho6h6Pix5/edit
PLEMAHAN,PUHJARAK,https://docs.google.com/spreadsheets/d/19zATGIj3EHS5K3bWZsrwghw_Zwb4Ilv1/edit
PLEMAHAN,PAYAMAN,https://docs.google.com/spreadsheets/d/1IMWk7QcR-0N1r4huPyapEwVGKRjZ_0ET/edit
PLEMAHAN,MEJONO,https://docs.google.com/spreadsheets/d/1NblcXFmLN8rQvA4JqenYyRvKUZRoLr5E/edit
PLEMAHAN,BOGOKIDUL,https://docs.google.com/spreadsheets/d/1laESJIIZ7ZcUoec0bK59Ui9DLpBsb26u/edit
PLEMAHAN,TEGOWANGI,https://docs.google.com/spreadsheets/d/1vjZY9GSBXEMVu_ohAwlCwAI0xe-jR0uE/edit
PLEMAHAN,KAYEN_LOR,https://docs.google.com/spreadsheets/d/1wfcbdNUO2AGu4ig_c4dLtBPhFZLaQC0G/edit
PLEMAHAN,WONOKERTO,https://docs.google.com/spreadsheets/d/1xffrSK4bfVfNFpR7JBBfVQyEjsuut4c7/edit
PLEMAHAN,LANGENHARJO,https://docs.google.com/spreadsheets/d/15x_VHksfk-Vy05T5FODhNkuC6PIEyEGb/edit
PURWOASRI,MEKIKIS,https://docs.google.com/spreadsheets/d/17aGqs5sLqSz9DQf1jJUgM9BI7_n-5BEw/edit
PURWOASRI,KARANGPAKIS,https://docs.google.com/spreadsheets/d/19kEyuoCs7UakaTLsSPSSU_afbC9hI9fm/edit
PURWOASRI,KEMPLENG,https://docs.google.com/spreadsheets/d/1F03gG0OfNS725WWQzWQHjG0nAbG5Nsx7/edit
PURWOASRI,SUMBERJO,https://docs.google.com/spreadsheets/d/1KWguyy_nV_9JOZCof5ipVk5p9wtihCwh/edit
PURWOASRI,DAWUHAN,https://docs.google.com/spreadsheets/d/1S31ikmbOByTutxCem2Mg-lpkrocVeOMi/edit
PURWOASRI,MERJOYO,https://docs.google.com/spreadsheets/d/1iUcllBD0i9bqvddAkzfe6N37HAQs11NK/edit
PURWOASRI,MUNENG,https://docs.google.com/spreadsheets/d/1qESoNuD5UJk3xXl9fNxHyqd-7DYwLM5w/edit
PURWOASRI,DAYU,https://docs.google.com/spreadsheets/d/1vUWDnrxoBgI8jvje_ktlyjsqI0RiLaPM/edit
PURWOASRI,PURWODADI,https://docs.google.com/spreadsheets/d/1-lEptNOTEyCSTENaHywuZzXBFakS5HlZ/edit
PURWOASRI,SIDOMULYO,https://docs.google.com/spreadsheets/d/17Q6h9dqoOBhzR4CAInsUlOp16bqrCGnZ/edit
PURWOASRI,BELOR,https://docs.google.com/spreadsheets/d/1O0l42p9woYV1RVFPsnfATWxP_yDeXrsC/edit
PURWOASRI,TUGU,https://docs.google.com/spreadsheets/d/1QN0cG7uo571uSl30y4zBVU0r58sQ7joi/edit
PURWOASRI,WOROMARTO,https://docs.google.com/spreadsheets/d/1UjFvJO7prCy-6SCR6jY2k1my2wx5cQ4n/edit
PURWOASRI,BLAWE,https://docs.google.com/spreadsheets/d/1ViGcwBUg8EVuOQkFRg9qMzD72oiyf4Fe/edit
PURWOASRI,PANDANSARI,https://docs.google.com/spreadsheets/d/1t8BJ109tnBLMKArvlHTyPsRI5GdoZcin/edit
PURWOASRI,KLAMPITAN,https://docs.google.com/spreadsheets/d/1vCK4B92pFA52BsouUxVPJVy8dSPntfoa/edit
PURWOASRI,BULU,https://docs.google.com/spreadsheets/d/1vyhrK-KKt_PhtOPzrEyH6OuQ8K1ocp_5/edit
PAPAR,PUHJAJAR,https://docs.google.com/spreadsheets/d/11h4GWFDcwY_Ld43JQrj0ewnG0J3EGpmT/edit
PAPAR,SRIKATON,https://docs.google.com/spreadsheets/d/15PwHQBLNtgQMWvD_eg69heoo7gnTb3zy/edit
PURWOASRI,PURWOASRI,https://docs.google.com/spreadsheets/d/1GvSAVlXtRmB9NYWwM3c314aOie3YaXGS/edit
PAPAR,KEPUH,https://docs.google.com/spreadsheets/d/1RQzXO96ekvvZcVhO6-7hwQhewEvbk5XY/edit
PURWOASRI,KETAWANG,https://docs.google.com/spreadsheets/d/1TV0qj2rkUSg9e7CzfZLv1UstoQoqUYjf/edit
PURWOASRI,JANTOK,https://docs.google.com/spreadsheets/d/1UjMFvuJJg-E2KCQexEXNEtzicO3u-RIS/edit
PURWOASRI,WONOTENGAH,https://docs.google.com/spreadsheets/d/1dMSFLHHkusX0CCWLCOmFTxHqno7YFT20/edit
PURWOASRI,PESING,https://docs.google.com/spreadsheets/d/1eROVapmEq0Fk9CJq-0S6GwA7jfPlYV5N/edit
PAPAR,SUKOMORO,https://docs.google.com/spreadsheets/d/1fnbj5vFXPpMmHn8JGwfj0FLgwkDudnxm/edit
PURWOASRI,MRANGGEN,https://docs.google.com/spreadsheets/d/1zT7Qge_8vdFs9_NiZdGboMMJhQKvGy6H/edit
PAPAR,JAMBANGAN,https://docs.google.com/spreadsheets/d/1HkLFriW0TKStPnEBz5QWBtaMQZiOibB1/edit
PAPAR,MADURETNO,https://docs.google.com/spreadsheets/d/1OOAH7JEUwnVddMHYsJXZOotfNnn9-1er/edit
PAPAR,KEDUNGMALANG,https://docs.google.com/spreadsheets/d/1W5c-wLPBpu5qwo6mZlE9VFFKOEtzQjUv/edit
PAPAR,TANON,https://docs.google.com/spreadsheets/d/1euQevIDocm1Mb09-EyzcNB8APOUC0ALw/edit
PAPAR,PAPAR,https://docs.google.com/spreadsheets/d/1o_kTW16cRfK6j2mCcsh3XtUuWhaog93p/edit
PAPAR,NGAMPEL,https://docs.google.com/spreadsheets/d/1HpYfii1F7pIoDMRQSzzi-BfHDRcrmc2G/edit
PAPAR,PEHWETAN,https://docs.google.com/spreadsheets/d/1IKWzq0T_-ESrJ8OmrPSP4fe9rQ77s4hJ/edit
PAPAR,JANTI,https://docs.google.com/spreadsheets/d/1TD-qE5Z0ywiM2LxgD35UeU7KCxZ-bgfZ/edit
PAPAR,DAWUHAN_KIDUL,https://docs.google.com/spreadsheets/d/1nq0T35getr13xzWj0sCQQUOXoT0V4gj3/edit
